IncidentNumber,CalendarYear,MonthText,Type,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,VehiclePowerType,VehicleManufacturer,IncGeo_BoroughName,IncGeo_WardName,IncGeo_WardCode,Lithium batteries mentioned in report?
028109-25022022,2022,Feb,Car ,Electricity,"Batteries, generators",Other item,Petrol/Electric Hybrid,Toyota,WESTMINSTER,St. James's,E05013806,No
030036-28022022,2022,Feb,Bus/coach ,Unknown,"Wiring, cabling, plugs",Not known,Diesel/Electric Hybrid,Other,EALING,Central Greenford,E05013518,No
031281-03032022,2022,Mar,Car ,Electricity,Other lights,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,WALTHAM FOREST,Higham Hill,E05013892,No
031674-04032022,2022,Mar,Other road vehicle,Electricity,Vehicle electrical fault,Petrol/Oil products,Electric batteries,NULL,HILLINGDON,Heathrow Villages,E05013570,No
032850-07032022,2022,Mar,Other Lithium Battery,Not applicable,Not known,Other textiles,NULL,NULL,SOUTHWARK,RYE LANE,E05011113,Yes
033902-09032022,2022,Mar,Bus/coach ,Unknown,Unknown vehicle fault,Not known,Electric batteries,Other,KINGSTON UPON THAMES,St. Mark's & Seething Wells,E05013943,No
034004-09032022,2022,Mar,Car ,Not applicable,Wheels or brakes,Other item,Electric batteries,Volkswagen,EALING,North Acton,E05013527,No
035215-11032022,2022,Mar,Bus/coach ,Unknown,Unknown vehicle fault,Rubber - raw material only,Diesel/Electric Hybrid,UNKNOWN,NEWHAM,Canning Town South,E05013907,No
035270-11032022,2022,Mar,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,WANDSWORTH,Thamesfield,E05014022,No
035835-13032022,2022,Mar,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,HARINGEY,Tottenham Central,E05013601,No
036549-14032022,2022,Mar,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,NEWHAM,West Ham,E05013927,Yes
037475-16032022,2022,Mar,e-bike,Electricity,E-Bike,Unspecified internal fitting/part of structure,NULL,NULL,NEWHAM,Wall End,E05013926,Yes
037804-17032022,2022,Mar,Car ,Unknown,Not known,Capacitor,Petrol/Electric Hybrid,Audi,REDBRIDGE,WANSTEAD VILLAGE,E05011255,No
038018-17032022,2022,Mar,Car ,Not applicable,Not known,Wiring insulation,Petrol/Electric Hybrid,Range Rover,LAMBETH,Waterloo & South Bank,E05014118,No
039377-20032022,2022,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,WESTMINSTER,St. James's,E05013806,Yes
039564-20032022,2022,Mar,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,SOUTHWARK,SOUTH BERMONDSEY,E05011116,No
039623-20032022,2022,Mar,e-bike,Electricity,"Batteries, generators",Not known,Electric batteries,UNKNOWN,TOWER HAMLETS,Weavers,E05009335,No
039854-21032022,2022,Mar,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Mercedes,SUTTON,St. Helier West,E05013762,No
040255-22032022,2022,Mar,e-bike,Electricity,Other,Other item,NULL,NULL,GREENWICH,Woolwich Dockyard,E05014094,Yes
040388-22032022,2022,Mar,Bus/coach ,Not applicable,"Engine, fuel line or pump",Internal Fittings,Diesel/Electric Hybrid,Other,HOUNSLOW,Heston West,E05013619,No
040520-22032022,2022,Mar,e-bike,Electricity,E-Bike,None,Electric batteries,Other,CROYDON,FAIRFIELD,E05011468,No
040737-23032022,2022,Mar,e-bike,Electricity,E-Bike,Not known,NULL,NULL,HAMMERSMITH AND FULHAM,College Park & Old Oak,E05013736,Yes
040859-23032022,2022,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,Bromley North,E05009321,Yes
041775-24032022,2022,Mar,Bus/coach ,Not applicable,Exhausts,Household paper/Cardboard,Diesel/Electric Hybrid,UNKNOWN,SOUTHWARK,ST. GEORGE'S,E05011114,No
042271-25032022,2022,Mar,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,BARNET,Garden Suburb,E05013641,No
042546-26032022,2022,Mar,Other Lithium Battery,Not applicable,Other,Bedding,NULL,NULL,BRENT,Kenton,E05013502,Yes
043126-27032022,2022,Mar,e-bike,Electricity,E-Bike,Clothing,NULL,NULL,TOWER HAMLETS,Stepney Green,E05009334,No
043585-28032022,2022,Mar,Other road vehicle,Other,Not known,Not known,Diesel/Electric Hybrid,UNKNOWN,BARKING AND DAGENHAM,Goresbrook,E05014062,No
044587-30032022,2022,Mar,e-bike,Electricity,E-Bike,Other item,NULL,NULL,WALTHAM FOREST,Hoe Street,E05013893,Yes
046063-01042022,2022,Apr,Other Lithium Battery,Not applicable,Cigarette,Bed/mattress,NULL,NULL,KENSINGTON AND CHELSEA,COURTFIELD,E05009393,Yes
048657-07042022,2022,Apr,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,St. Dunstan's,E05009329,Yes
049861-09042022,2022,Apr,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,GREENWICH,Eltham Page,E05014077,Yes
050130-10042022,2022,Apr,e-scooter,Unknown,Unknown vehicle fault,Plastic - raw material only,Electric batteries,NULL,HILLINGDON,Uxbridge,E05013580,No
051957-13042022,2022,Apr,e-bike,Electricity,E-Bike,Other item,NULL,NULL,GREENWICH,Woolwich Common,E05014093,Yes
052872-15042022,2022,Apr,Lorry/HGV ,Not applicable,Other,Not known,Petrol/Electric Hybrid,Other,HACKNEY,SPRINGFIELD,E05009383,No
053336-16042022,2022,Apr,Other Lithium Battery,NULL,NULL,NULL,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,Yes
057235-23042022,2022,Apr,Car ,Not applicable,"Engine, fuel line or pump",Rubber - raw material only,Petrol/Electric Hybrid,Mercedes,NEWHAM,Beckton,E05013904,No
058450-25042022,2022,Apr,Bus/coach ,Not applicable,"Engine, fuel line or pump",Other item,Diesel/Electric Hybrid,Other,LAMBETH,Kennington,E05014105,No
061639-01052022,2022,May,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,BARNET,Cricklewood,E05013634,No
062046-01052022,2022,May,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,BMW,REDBRIDGE,GOODMAYES,E05011244,No
062677-03052022,2022,May,e-scooter,Electricity,Other,Plastic - raw material only,NULL,NULL,CROYDON,SHIRLEY NORTH,E05011482,Yes
062733-03052022,2022,May,Car ,Unknown,Not known,Other item,Petrol/Electric Hybrid,Toyota,HILLINGDON,Heathrow Villages,E05013570,No
062800-03052022,2022,May,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,KENSINGTON AND CHELSEA,EARL'S COURT,E05009395,Yes
062978-03052022,2022,May,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,NEWHAM,Royal Albert,E05013922,No
063043-03052022,2022,May,e-bike,Electricity,"Batteries, generators",Floor coverings,NULL,NULL,KINGSTON UPON THAMES,New Malden Village,E05013940,Yes
064056-05052022,2022,May,e-bike,Electricity,E-Bike,None,NULL,NULL,GREENWICH,"Mottingham, Coldharbour & New Eltham",E05014086,No
064275-06052022,2022,May,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HARINGEY,Northumberland Park,E05013596,Yes
066691-10052022,2022,May,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HARINGEY,Hornsey,E05013593,Yes
067966-13052022,2022,May,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,WANDSWORTH,Battersea Park,E05014010,Yes
069231-15052022,2022,May,Car ,Electricity,Vehicle electrical fault,Other/Unspecified furnishings,Petrol/Electric Hybrid,Toyota,EALING,Pitshanger,E05013535,No
070011-16052022,2022,May,e-cigarette,Electricity,e-Smoking equipment,Household paper/Cardboard,NULL,NULL,HAMMERSMITH AND FULHAM,College Park & Old Oak,E05013736,No
070494-17052022,2022,May,Other Lithium Battery,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,HAMMERSMITH AND FULHAM,Hammersmith Broadway,E05013741,Yes
071101-18052022,2022,May,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Volkswagen,HARROW,North Harrow,E05013554,No
075600-26052022,2022,May,Other Lithium Battery,Electricity,Other,Other item,NULL,NULL,KENSINGTON AND CHELSEA,ROYAL HOSPITAL,E05009403,Yes
076084-27052022,2022,May,Car ,Unknown,Not known,Internal Fittings,Diesel/Electric Hybrid,Volkswagen,REDBRIDGE,FAIRLOP,E05011242,No
076260-28052022,2022,May,e-bike,Electricity,E-Bike,Printed circuit board,NULL,NULL,LAMBETH,MYATT'S FIELDS,E05014107,No
077223-29052022,2022,May,Other Lithium Battery,Electricity,Vacuum cleaner,Other item,NULL,NULL,NEWHAM,STRATFORD OLYMPIC PARK,E05013925,Yes
077806-30052022,2022,May,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,Other,BEXLEY,CRAYFORD,E05011222,No
079211-02062022,2022,Jun,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,WALTHAM FOREST,LEYTON,E05013896,Yes
079424-02062022,2022,Jun,Car ,Electricity,Vehicle electrical fault,Other item,Petrol/Electric Hybrid,Mercedes,BRENT,KILBURN,E05013503,No
079841-03062022,2022,Jun,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,BROMLEY,BROMLEY TOWN,E05013991,No
080229-04062022,2022,Jun,e-bike,Electricity,Battery charger,Wiring insulation,NULL,NULL,TOWER HAMLETS,BLACKWALL & CUBITT TOWN,E05009318,No
081197-06062022,2022,Jun,e-bike,Not applicable,Smoking materials,Clothing,NULL,NULL,TOWER HAMLETS,BETHNAL GREEN,E05009317,No
083018-09062022,2022,Jun,Other Lithium Battery,Electricity,Other heating equipment,Other furniture,NULL,NULL,WANDSWORTH,BALHAM,E05014009,Yes
083672-11062022,2022,Jun,Car ,Electricity,Vehicle electrical fault,Not known,Petrol/Electric Hybrid,Toyota,KENSINGTON AND CHELSEA,ROYAL HOSPITAL,E05009403,No
084086-11062022,2022,Jun,Bus/coach ,Other,Other,Other item,Diesel/Electric Hybrid,UNKNOWN,KINGSTON UPON THAMES,COOMBE HILL,E05013932,No
089324-19062022,2022,Jun,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,SPITALFIELDS & BANGLATOWN,E05009333,Yes
090297-21062022,2022,Jun,e-bike,Electricity,E-Bike,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,SHEPHERD'S BUSH GREEN,E05013748,Yes
090674-21062022,2022,Jun,Car ,Not applicable,Gases,Floor coverings,Petrol/Electric Hybrid,Other,GREENWICH,ABBEY WOOD,E05014072,No
092997-25062022,2022,Jun,e-scooter,Electricity,E-Scooter,Not known,NULL,NULL,BARNET,FINCHLEY CHURCH END,E05013639,Yes
094063-26062022,2022,Jun,Other Lithium Battery,Not applicable,Not known,Unspecified internal fitting/part of structure,NULL,NULL,BROMLEY,BICKLEY & SUNDRIDGE,E05013988,Yes
095037-28062022,2022,Jun,Multiple Vehicles ,Not applicable,"Engine, fuel line or pump",Other item,Petrol/Electric Hybrid,Mitsubishi,BRENT,DOLLIS HILL,E05013500,No
095239-28062022,2022,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,HAMMERSMITH AND FULHAM,CONINGHAM,E05013737,Yes
097310-02072022,2022,Jul,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,BMW,RICHMOND UPON THAMES,TEDDINGTON,E05013788,No
097968-03072022,2022,Jul,e-scooter,Electricity,"Batteries, generators",Other item,Electric batteries,Other,TOWER HAMLETS,WHITECHAPEL,E05009336,No
098023-03072022,2022,Jul,e-bike,Electricity,E-Bike,Unspecified internal fitting/part of structure,NULL,NULL,WALTHAM FOREST,WOOD STREET,E05013903,Yes
099548-06072022,2022,Jul,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,UNKNOWN,EALING,PITSHANGER,E05013535,No
099752-06072022,2022,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Other item,Diesel/Biodiesel,Other,SOUTHWARK,FARADAY,E05011102,Yes
099868-06072022,2022,Jul,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,Other,LAMBETH,BRIXTON ACRE LANE,E05014095,No
100859-08072022,2022,Jul,e-scooter,Not applicable,Matches,Rubber - raw material only,Electric batteries,UNKNOWN,HARINGEY,WEST GREEN,E05013603,No
101433-08072022,2022,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,MERTON,POLLARDS HILL,E05013821,Yes
102139-09072022,2022,Jul,e-bike,Electricity,E-Bike,Not known,NULL,NULL,WANDSWORTH,WANDSWORTH COMMON,E05014027,No
103170-11072022,2022,Jul,Other road vehicle,Electricity,"Batteries, generators",Rubber - raw material only,Electric batteries,Other,HILLINGDON,HEATHROW VILLAGES,E05013570,No
104761-13072022,2022,Jul,e-scooter,Electricity,"Batteries, generators",Capacitor,NULL,NULL,NEWHAM,GREEN STREET EAST,E05013913,No
106387-15072022,2022,Jul,Van ,Electricity,Vehicle electrical fault,Wiring insulation,Electric batteries,Other,RICHMOND UPON THAMES,KEW,E05013782,No
106678-15072022,2022,Jul,e-cigarette,Electricity,e-Smoking equipment,Bedding,NULL,NULL,SUTTON,SOUTH BEDDINGTON & ROUNDSHAW,E05013763,No
108078-16072022,2022,Jul,e-bike,Electricity,"Wiring, cabling, plugs",Plastic - raw material only,NULL,NULL,WESTMINSTER,QUEEN'S PARK,E05013804,Yes
108121-17072022,2022,Jul,Car ,Unknown,Unknown vehicle fault,Other item,Petrol/Electric Hybrid,Jaguar/Daimler,HILLINGDON,UXBRIDGE,E05013580,No
110908-19072022,2022,Jul,Car ,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,BMW,BRENT,PRESTON,E05013506,Yes
111619-19072022,2022,Jul,e-scooter,Not applicable,Cigarette,Clothing,NULL,NULL,WALTHAM FOREST,ST. JAMES,E05013899,No
114388-21072022,2022,Jul,e-bike,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,NULL,NEWHAM,MANOR PARK,E05013916,No
115148-23072022,2022,Jul,Car ,Unknown,Unknown vehicle fault,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,KINGSTON UPON THAMES,TOLWORTH,E05013945,No
116044-24072022,2022,Jul,Car ,Not applicable,Wheels or brakes,Rubber - raw material only,Petrol/Electric Hybrid,Toyota,HAVERING,RAINHAM & WENNINGTON,E05013979,No
118619-26072022,2022,Jul,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,Electric batteries,UNKNOWN,KINGSTON UPON THAMES,NEW MALDEN VILLAGE,E05013940,No
118709-27072022,2022,Jul,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,REDBRIDGE,SOUTH WOODFORD,E05011252,No
120534-29072022,2022,Jul,Car ,Unknown,Unknown vehicle fault,Not known,Petrol/Electric Hybrid,Other,WESTMINSTER,KNIGHTSBRIDGE & BELGRAVIA,E05013797,No
120909-30072022,2022,Jul,e-bike,Electricity,E-Bike,Wiring insulation,NULL,NULL,CROYDON,BENSHAM MANOR,E05011464,No
120938-30072022,2022,Jul,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,HARINGEY,BOUNDS GREEN,E05013586,Yes
123000-01082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified material for recycling,NULL,NULL,HILLINGDON,HAYES TOWN,E05013569,Yes
123224-02082022,2022,Aug,e-scooter,Electricity,Other domestic style appliance,Wiring insulation,NULL,NULL,WESTMINSTER,PIMLICO NORTH,E05013802,No
123784-03082022,2022,Aug,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,BROMLEY NORTH,E05009321,Yes
125169-04082022,2022,Aug,Motor Home ,Electricity,"Batteries, generators",Wiring insulation,Unknown,Fiat,BRENT,STONEBRIDGE,E05013510,No
125282-05082022,2022,Aug,e-bike,Electricity,E-Bike,External fittings,NULL,NULL,BARNET,WOODHOUSE,E05013651,No
126029-05082022,2022,Aug,Motorcycle ,Not applicable,Liquids; petrol/oil related,Petrol/Oil products,Petrol/Electric Hybrid,Other,GREENWICH,KIDBROOKE PARK,E05014083,No
126141-06082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,TOWER HAMLETS,ST. DUNSTAN'S,E05009329,Yes
128573-08082022,2022,Aug,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Toyota,WANDSWORTH,BATTERSEA PARK,E05014010,No
128715-09082022,2022,Aug,Motorcycle ,Not applicable,Liquids; petrol/oil related,Foam - raw material only,Petrol/Electric Hybrid,NULL,HOUNSLOW,HANWORTH VILLAGE,E05013616,No
128719-09082022,2022,Aug,Car ,Unknown,Not known,Not known,Petrol/Electric Hybrid,Toyota,TOWER HAMLETS,BOW WEST,E05009320,No
129613-10082022,2022,Aug,Car ,Other,Other,Other textiles,Petrol/Electric Hybrid,Toyota,HILLINGDON,HEATHROW VILLAGES,E05013570,No
130158-10082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,EALING,HANWELL BROADWAY,E05013525,Yes
131251-11082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,NEWHAM,MARYLAND,E05013917,Yes
131714-12082022,2022,Aug,Car ,Not applicable,Other,Other item,Petrol/Electric Hybrid,Nissan,CROYDON,FAIRFIELD,E05011468,No
132165-12082022,2022,Aug,Other Lithium Battery,Electricity,Other,Not known,NULL,NULL,CROYDON,PURLEY & WOODCOTE,E05011476,Yes
133897-14082022,2022,Aug,e-scooter,Electricity,"Batteries, generators",Not known,NULL,NULL,SUTTON,SUTTON SOUTH,E05013767,Yes
134035-14082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Wiring insulation,Electric batteries,Other,LAMBETH,BRIXTON WINDRUSH,E05014098,No
135005-15082022,2022,Aug,Car ,Not applicable,Not known,None,Petrol/Electric Hybrid,Toyota,CAMDEN,BLOOMSBURY,E05013653,No
135164-15082022,2022,Aug,Car ,Not applicable,Cigarette,Rubbish/Waste material,Petrol/Electric Hybrid,Toyota,EALING,LADY MARGARET,E05013526,No
135732-16082022,2022,Aug,e-bike,Electricity,E-Bike,Other item,NULL,NULL,WESTMINSTER,QUEEN'S PARK,E05013804,Yes
135968-16082022,2022,Aug,e-scooter,Electricity,E-Scooter,Rubber - raw material only,NULL,NULL,WALTHAM FOREST,WILLIAM MORRIS,E05013902,No
136316-17082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HARINGEY,TOTTENHAM CENTRAL,E05013601,No
136607-17082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,BROMLEY,KELSEY & EDEN PARK,E05013999,Yes
137054-17082022,2022,Aug,e-bike,Electricity,E-Bike,Not known,NULL,NULL,TOWER HAMLETS,ST. KATHARINE'S & WAPPING,E05009330,No
138317-19082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BARNET,UNDERHILL,E05013647,Yes
138473-19082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CROYDON,FAIRFIELD,E05011468,Yes
138606-19082022,2022,Aug,Car ,Electricity,Vehicle electrical fault,Other item,Petrol/Electric Hybrid,Toyota,CAMDEN,HOLBORN & COVENT GARDEN,E05013662,No
138619-19082022,2022,Aug,Multiple Vehicles ,Electricity,"Batteries, generators",Wiring insulation,Petrol/Electric Hybrid,Mercedes,HARINGEY,HARRINGAY,E05013590,No
138811-20082022,2022,Aug,Bus/coach ,Not applicable,Wheels or brakes,Other item,Diesel/Electric Hybrid,Other,HAVERING,ST. ALBAN'S,E05013981,No
138837-20082022,2022,Aug,Bus/coach ,Electricity,Vehicle electrical fault,Wiring insulation,Diesel/Electric Hybrid,Volvo,HOUNSLOW,HOUNSLOW WEST,E05013624,No
139028-20082022,2022,Aug,Car ,Not applicable,"Wiring, cabling, plugs",Plastic - raw material only,Petrol/Electric Hybrid,Nissan,LEWISHAM,LEE GREEN,E05013726,No
139092-20082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Rubbish/Waste material,NULL,NULL,BARKING AND DAGENHAM,PARSLOES,E05014067,Yes
139420-21082022,2022,Aug,Car ,Electricity,Vehicle electrical fault,Plastic - raw material only,Petrol/Electric Hybrid,Toyota,KENSINGTON AND CHELSEA,DALGARNO,E05009394,No
139481-21082022,2022,Aug,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,BRENT,QUEENS PARK,E05013507,No
140006-22082022,2022,Aug,e-bike,Electricity,"Batteries, generators",Other item,Electric batteries,NULL,HACKNEY,LEA BRIDGE,E05009380,No
140585-23082022,2022,Aug,Car ,Unknown,Not known,Wiring insulation,Petrol/Electric Hybrid,Toyota,HARINGEY,WOODSIDE,E05013605,No
142017-25082022,2022,Aug,Car ,Unknown,Unknown vehicle fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,HAMMERSMITH AND FULHAM,BROOK GREEN,E05013735,No
142254-25082022,2022,Aug,e-cigarette,Electricity,e-Smoking equipment,Other paper product,NULL,NULL,HAVERING,SQUIRREL'S HEATH,E05013985,No
142375-26082022,2022,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,WESTMINSTER,CHURCH STREET,E05013794,Yes
142391-26082022,2022,Aug,e-scooter,Electricity,Other appliance or equipment,Household paper/Cardboard,NULL,NULL,HARINGEY,SOUTH TOTTENHAM,E05013599,Yes
145152-30082022,2022,Aug,e-bike,Electricity,E-Bike,Other item,NULL,NULL,LAMBETH,BRIXTON RUSH COMMON,E05014097,No
146414-02092022,2022,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,BROMLEY,BROMLEY COMMON & HOLWOOD,E05013990,Yes
146778-02092022,2022,Sep,e-cigarette,Electricity,e-Smoking equipment,Clothing,NULL,NULL,HAMMERSMITH AND FULHAM,COLLEGE PARK & OLD OAK,E05013736,No
149258-07092022,2022,Sep,e-scooter,Electricity,E-Scooter,Not known,NULL,NULL,ENFIELD,EDMONTON GREEN,E05013679,No
149299-07092022,2022,Sep,Other road vehicle,Electricity,"Wiring, cabling, plugs",Not known,Electric batteries,UNKNOWN,HILLINGDON,HEATHROW VILLAGES,E05013570,No
152549-13092022,2022,Sep,Other Lithium Battery,Electricity,Other lights,Internal Fittings,NULL,NULL,SOUTHWARK,NEWINGTON,E05011105,Yes
152761-13092022,2022,Sep,Bus/coach ,Not applicable,"Engine, fuel line or pump",Internal Fittings,Diesel/Electric Hybrid,UNKNOWN,BRENT,SUDBURY,E05013511,No
152951-14092022,2022,Sep,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,WESTMINSTER,HARROW ROAD,E05013795,No
152970-14092022,2022,Sep,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,WESTMINSTER,HARROW ROAD,E05013795,Yes
153093-14092022,2022,Sep,e-bike,Electricity,E-Bike,Other item,NULL,NULL,TOWER HAMLETS,SHADWELL,E05009332,Yes
153114-14092022,2022,Sep,e-bike,Electricity,"Batteries, generators",Rubber - raw material only,NULL,NULL,GREENWICH,CHARLTON HORNFAIR,E05014074,No
154144-16092022,2022,Sep,Other Lithium Battery,Not applicable,Other appliance or equipment,Internal Fittings,NULL,NULL,WALTHAM FOREST,HIGHAM HILL,E05013892,Yes
154382-16092022,2022,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,TOWER HAMLETS,STEPNEY GREEN,E05009334,Yes
155013-18092022,2022,Sep,Other Lithium Battery,Electricity,Battery charger,Other item,NULL,NULL,LAMBETH,STREATHAM ST. LEONARD'S,E05014115,Yes
155616-19092022,2022,Sep,Other Lithium Battery,Electricity,"Wiring, cabling, plugs",Plastic - raw material only,NULL,NULL,WESTMINSTER,ST. JAMES'S,E05013806,Yes
156050-20092022,2022,Sep,Other Lithium Battery,Electricity,Other lights,Other item,NULL,NULL,HACKNEY,WOODBERRY DOWN,E05009387,Yes
156255-20092022,2022,Sep,e-bike,Electricity,Vehicle electrical fault,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,CONINGHAM,E05013737,No
156574-21092022,2022,Sep,e-bike,Unknown,Not known,Plastic - raw material only,Electric batteries,NULL,LAMBETH,BRIXTON ACRE LANE,E05014095,No
158299-24092022,2022,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Other textiles,NULL,NULL,SUTTON,SUTTON CENTRAL,E05013765,Yes
160137-27092022,2022,Sep,e-scooter,Electricity,E-Scooter,Internal Fittings,NULL,NULL,SOUTHWARK,ST. GILES,E05011115,No
161064-29092022,2022,Sep,e-scooter,Electricity,"Batteries, generators",Internal Fittings,Electric batteries,UNKNOWN,CAMDEN,KING'S CROSS,E05013666,Yes
161389-29092022,2022,Sep,e-bike,Electricity,E-Bike,Other item,NULL,NULL,BRENT,CRICKLEWOOD & MAPESBURY,E05013499,No
161395-29092022,2022,Sep,Other Lithium Battery,Not applicable,Other,Other item,NULL,NULL,LAMBETH,GIPSY HILL,E05014103,Yes
161491-30092022,2022,Sep,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,BRENT,WILLESDEN GREEN,E05013517,No
161507-30092022,2022,Sep,e-bike,Electricity,Battery charger,Plastic - raw material only,NULL,NULL,NEWHAM,WEST HAM,E05013927,No
161791-30092022,2022,Sep,Car ,Electricity,Vehicle electrical fault,Internal Fittings,Petrol/Electric Hybrid,Toyota,ISLINGTON,CALEDONIAN,E05013700,No
162659-02102022,2022,Oct,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,NEWHAM,MANOR PARK,E05013916,Yes
162759-02102022,2022,Oct,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,SOUTHWARK,CAMBERWELL GREEN,E05011096,No
163730-04102022,2022,Oct,e-scooter,NULL,NULL,NULL,Electric batteries,UNKNOWN, Not geo-coded, Not geo-coded,E00000000,No
164353-05102022,2022,Oct,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,BRENT,ROUNDWOOD,E05013509,Yes
164485-05102022,2022,Oct,Bus/coach ,Not applicable,"Engine, fuel line or pump",Plastic - raw material only,Diesel/Electric Hybrid,Other,MERTON,WIMBLEDON PARK,E05013828,No
165607-07102022,2022,Oct,e-bike,Electricity,E-Bike,Plastic - raw material only,NULL,NULL,WALTHAM FOREST,HIGH STREET,E05013891,No
166020-08102022,2022,Oct,e-scooter,Electricity,E-Scooter,Other item,NULL,NULL,WANDSWORTH,ST. MARY'S,E05014018,Yes
166499-08102022,2022,Oct,Car ,Unknown,Unknown vehicle fault,Internal Fittings,Petrol/Electric Hybrid,Honda,BEXLEY,CRAYFORD,E05011222,No
166624-09102022,2022,Oct,e-bike,Electricity,E-Bike,Other item,NULL,NULL,CAMDEN,CAMDEN SQUARE,E05013654,Yes
168042-11102022,2022,Oct,Bus/coach ,Unknown,Unknown vehicle fault,Rubber - raw material only,Diesel/Electric Hybrid,UNKNOWN,NEWHAM,CUSTOM HOUSE,E05013908,No
170024-15102022,2022,Oct,Car ,Electricity,Vehicle electrical fault,Wiring insulation,Petrol/Electric Hybrid,Toyota,NEWHAM,BOLEYN,E05013905,No
